id,rev,revtype,addedon,updatedon,bankname,brand,countrycode,endbin,scheme,startbin,subbrand,subtype,type,adminid,bin
3bb1134d-30cd-4b8d-803d-5d45533482c9,1010,0,2022-03-04T15:59:47.265662,2022-03-04T15:59:47.265,,VISA PLATINUM,IN,45562908399999999999,visa,45562906400000000000,,R,credit,203,
c66f70c3-29ba-4878-9f64-7b50f239b6ff,1009,0,2022-03-04T15:59:45.566871,2022-03-04T15:59:45.567,,VISA PLATINUM,IN,44896517299999999999,visa,44896517200000000000,,R,credit,203,
b843117a-aff4-440a-8f5d-8f5b40c96c01,1875,1,2022-03-04T15:59:39.839582,2022-04-25T08:10:11.609,THE FEDERAL BANK LTD,VISA CLASSIC,IN,40483449999999999999,visa,40483449000000000000,,R,debit,203,
11e19a0b-9a17-48a4-bff5-833d3aa3886a,1006,0,2022-03-04T15:59:42.034031,2022-03-04T15:59:42.034,AXIS BANK,VISA BUSINESS,IN,42685950099999999999,visa,42685900000000000000,,R,debit,203,
34d76449-ff45-4ea0-b597-c1ec7a0c5962,1004,0,2022-03-04T15:59:40.074616,2022-03-04T15:59:40.074,,VISA PLATINUM,IN,40615659999999999999,visa,40615640000000000000,,R,debit,203,
3aebbcc5-a4b3-4b63-8af3-2c6f3a13d9a4,1009,0,2022-03-04T15:59:44.871127,2022-03-04T15:59:44.871,,VISA CLASSIC,IN,44361025899999999999,visa,44361025700000000000,,R,debit,203,
5d324aa8-0ca2-4dab-b131-78a4670f6718,1010,0,2022-03-04T15:59:46.637823,2022-03-04T15:59:46.637,,VISA SIGNATURE,IN,45139620399999999999,visa,45139619300000000000,,R,credit,203,
77f05382-e9a2-4ee0-b967-b4aaa2ab8ee0,1005,0,2022-03-04T15:59:40.504061,2022-03-04T15:59:40.504,,VISA SIGNATURE,IN,40882109999999999999,visa,40882100000000000000,,R,debit,203,
705bf800-ca00-4c8f-b3a5-ecb157fb26c2,1013,0,2022-03-04T15:59:52.339021,2022-03-04T15:59:52.339,,CORPORATE T&E,IN,46465650099999999999,visa,46465600000000000000,,R,credit,203,
9e2cd72c-0baf-4504-9ffc-d8f3732f6731,1007,0,2022-03-04T15:59:42.888415,2022-03-04T15:59:42.888,RBL Bank,VISA PLATINUM,IN,43491950099999999999,visa,43491900000000000000,,R,prepaid,203,
c3e2d42f-d95f-402c-9efc-d8a101068635,1013,0,2022-03-04T15:59:51.313137,2022-03-04T15:59:51.313,THE HONGKONG AND SHANGHAI BANK,VISA PLATINUM,IN,46172100099999999999,visa,46172100000000000000,,R,credit,203,
04460003-c74e-427f-b80e-710e5c76090e,1015,0,2022-03-04T15:59:55.752212,2022-03-04T15:59:55.752,THE FEDERAL BANK LTD,VISA GOLD,IN,48476250099999999999,visa,48476250000000000000,,R,debit,203,
239609ab-faac-4053-9dbd-d631dae88757,1004,0,2022-03-04T15:59:39.739661,2022-03-04T15:59:39.739,THE FEDERAL BANK LTD,VISA CLASSIC,IN,40483437899999999999,visa,40483436700000000000,,R,debit,203,
63600a48-cdef-4c0c-9904-b43e0ac443e7,1010,0,2022-03-04T15:59:46.346034,2022-03-04T15:59:46.346,THE FEDERAL BANK LTD,VISA GOLD,IN,45047801099999999999,visa,45047801000000000000,,R,debit,203,
94b37960-44d9-4904-b552-05f522d3049a,1009,0,2022-03-04T15:59:44.926435,2022-03-04T15:59:44.926,,VISA PLATINUM,IN,44391646399999999999,visa,44391646300000000000,,R,credit,203,
a65735cf-4b7e-4983-9cf3-9f1497208ff0,1011,0,2022-03-04T15:59:47.576425,2022-03-04T15:59:47.576,THE HONGKONG AND SHANGHAI BANK,VISA GOLD,IN,45671900099999999999,visa,45671900000000000000,,R,credit,203,
1a4ba8e4-c6e7-44b6-8c61-37fcc8941f20,1856,1,2022-03-04T15:59:43.698166,2022-04-25T07:26:20.86,THE HONGKONG AND SHANGHAI BANK,VISA GOLD,IN,43845999999999999999,visa,43845990000000000000,,R,credit,203,
e0de69a7-0969-4220-9fe0-1e0e969e70f1,1860,1,2022-03-04T15:59:39.714985,2022-04-25T08:02:25.342,THE FEDERAL BANK LTD,VISA CLASSIC,IN,40483436299999999999,visa,40483433800000000000,,R,debit,203,
5497ca29-a226-4ece-9ca8-8fcde0a3e71a,1012,0,2022-03-04T15:59:49.759715,2022-03-04T15:59:49.759,NSDL,VISA PLATINUM,IN,45772355599999999999,visa,45772300000000000000,,R,prepaid,203,
8febc2a0-d528-485c-ae63-e169c445de27,1005,0,2022-03-04T15:59:40.546033,2022-03-04T15:59:40.546,SYNDICATE BANK,VISA GOLD,IN,40903189999999999999,visa,40903100000000000000,,R,credit,203,
a321501e-173e-454a-8aad-1dac7197272f,1004,0,2022-03-04T15:59:39.833382,2022-03-04T15:59:39.833,THE FEDERAL BANK LTD,VISA CLASSIC,IN,40483448099999999999,visa,40483448000000000000,,R,debit,203,
b5b85d44-e0d9-4de0-84d2-a5c0c8d4fba1,1009,0,2022-03-04T15:59:45.363345,2022-03-04T15:59:45.363,,VISA PLATINUM,IN,44738028999999999999,visa,44738028300000000000,,R,credit,203,
bf127274-c9b1-41b2-a994-0208807fda7c,1006,0,2022-03-04T15:59:41.467505,2022-03-04T15:59:41.467,ICICI BANK,VISA PURCHASING,IN,42058040999999999999,visa,42058040000000000000,,C,credit,203,
f96ec35f-90f6-448f-8db1-bcea7a9372cb,1009,0,2022-03-04T15:59:45.141328,2022-03-04T15:59:45.141,,VISA PLATINUM,IN,44469650099999999999,visa,44469637300000000000,,R,debit,203,
504e9a6d-f576-4757-9846-a14106df778c,1015,0,2022-03-04T15:59:56.454028,2022-03-04T15:59:56.454,,VISA PURCHASING,IN,48592400999999999999,visa,48592400000000000000,,R,credit,203,
a593debf-2f78-40dc-bac1-c72bf0ffa105,1016,0,2022-03-04T15:59:56.735501,2022-03-04T15:59:56.735,THE HONGKONG AND SHANGHAI BANK,VISA PLATINUM,IN,48626900099999999999,visa,48626900000000000000,,R,credit,203,
b73a2190-7afb-455e-bac9-3bbefdd0e0aa,1003,0,2022-03-04T15:59:39.405075,2022-03-04T15:59:39.405,BANK OF BARODA,ELECTRON,IN,40298503999999999999,visa,40298500000000000000,,R,debit,203,
fdb6eec3-a535-486b-b973-f89422dc2f53,1003,0,2022-03-04T15:59:39.425874,2022-03-04T15:59:39.426,BANK OF BARODA,VISA CLASSIC,IN,40298507999999999999,visa,40298506000000000000,,R,debit,203,
